Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	653.15	1097.7	0.638	21.4808	17.6338	0.8681	1	6.4928	4.1806	48.3122	26.4469	0.868	1	9.738	6.2684	0.4446	0.6712	0.6125	0.4318	1.4019	0.2053	0.402	0.3836	0.004	0.8447	0.1517	0.3178	0.3131	0.004	0.7064	0.1287	0.5194	0.4877	0.004	1.4019	0.2216	0.3151	0.2829	-0.2878	1.6449	0.234	0.292	0.2859	0.0648	0.7462	0.1012	0.2706	0.2804	0.0934	0.4086	0.0735	0.302	0.2854	-0.2878	1.6449	0.172
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	832.78	1097.9	0.6561	21.5752	17.6803	0.8673	1	6.7731	4.178	46.3598	25.7575	0.8781	1	9.9201	6.2666	0.4654	1.0106	1.0717	-0.0206	2.3084	0.5839	0.2827	0.085	-0.1773	3.4677	0.4966	0.2248	0.0687	-0.1403	3.4677	0.5477	0.6175	0.4384	-0.1773	3.4677	0.6487	0.4426	0.278	-0.4146	2.4189	0.6376	0.273	0.2761	-1.6228	0.9857	0.3008	0.2928	0.3037	-1.6228	0.9857	0.3825	0.351	0.2761	-1.6228	2.4189	0.4915
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	900.13	1097.9	0.6826	19.5138	16.586	0.8914	1	6.1151	4.1981	43.3463	24.7531	0.889	1	9.175	6.2797	0.4502	1.2224	1.0653	-0.1714	4.0319	0.8428	0.3882	0.265	-0.1292	2.2762	0.3855	0.215	0.1678	-0.0157	0.8251	0.1986	0.7595	0.5071	-0.1714	4.0319	0.7542	0.5284	0.352	-1.0879	2.7157	0.6412	0.2051	0.1835	-0.3099	0.8912	0.1894	0.1765	0.1378	-0.0159	0.597	0.1407	0.349	0.24	-1.0879	2.7157	0.4769
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	908.35	1097.9	0.7048	84.7248	39.1444	0.6948	0.9857	16.9714	6.4952	179.4156	55.5175	0.7315	0.9851	22.8467	9.7408	0.4722	1.6865	1.5476	0.2682	4.8312	0.9571	0.7141	0.4506	-0.0477	4.2	0.7553	0.4056	0.1803	-0.0447	2.5747	0.5779	1.1765	0.978	-0.0477	4.8312	0.9849	-0.452	-0.3879	-3.0763	2.0419	0.822	-0.1777	-0.0498	-2.5394	0.7865	0.4592	-0.0972	-0.0284	-1.1344	0.6103	0.3151	-0.3081	-0.1486	-3.0763	2.0419	0.6709
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	930.89	1099.5	0.539	82.33	35.3495	0.8279	1	14.3399	7.1215	180.1619	51.7085	0.8467	1	20.3063	10.64	0.457	1.3219	1.2271	-0.0249	4.9375	0.824	0.5017	0.1715	-0.0468	4.1252	0.7191	0.2719	0.0263	-0.0261	1.6247	0.4479	0.8833	0.7271	-0.0468	4.9375	0.8713	-0.3541	-0.2971	-3.3504	0.6924	0.5875	-0.1025	-0.0255	-2.3329	0.6547	0.3924	0.0351	0.0001	-0.5882	0.6293	0.2518	-0.2195	-0.1277	-3.3504	0.6924	0.5083
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	668.65	1099.7	0.6818	27.4476	19.3263	0.9235	0.9987	6.7745	5.2369	45.5104	25.6922	0.8664	0.9766	9.1909	6.6336	0.603	0.5866	0.5891	0.3259	0.8431	0.1208	0.3152	0.2766	0.1543	0.5755	0.1087	0.361	0.3299	0.1543	0.627	0.1291	0.482	0.4989	0.1543	0.8431	0.1761	0.2967	0.3004	0.1087	0.5632	0.0731	0.2921	0.2784	0.2173	0.4191	0.0457	0.2781	0.2713	0.2141	0.4191	0.0456	0.2949	0.2843	0.1087	0.5632	0.0638
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	746.87	1100.5	0.8595	45.8448	24.8916	0.9298	1	8.9412	6.6146	103.1225	37.3328	0.9298	1	13.411	9.9194	0.4446	0.9387	0.8708	0.0715	4.4091	0.5669	0.1196	0.0819	-0.0728	0.6849	0.138	0.0702	0.0137	-0.0728	0.5104	0.1053	0.4903	0.3003	-0.0728	4.4091	0.5675	0.3477	0.2979	-1.8533	2.2621	0.4286	0.0981	0.0871	-0.0271	0.3169	0.092	0.0672	0.0183	-0.0271	0.2995	0.0897	0.2111	0.1595	-1.8533	2.2621	0.3209
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	673.64	1102.3	0.6737	20.6651	20.1661	0.6386	0.816	6.5871	4.788	37.525	26.564	0.6683	0.8556	8.8942	6.4042	0.5506	0.4356	0.4253	0.2585	0.6877	0.0944	0.2763	0.2562	0.0371	0.8751	0.1498	0.3431	0.3195	0.0801	0.8751	0.1768	0.3634	0.3626	0.0371	0.8751	0.1458	0.2827	0.2919	0.0908	0.4235	0.0722	0.3586	0.3823	0.086	0.5724	0.1129	0.3135	0.3004	0.1577	0.5277	0.1023	0.3171	0.318	0.086	0.5724	0.1001
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	760.64	1102.7	0.5981	19.4636	18.0963	0.7469	0.9926	7.7371	3.5072	44.1025	27.1399	0.7524	1	11.6084	5.2567	0.4413	1.1245	0.8206	-0.0786	4.7501	0.9888	0.1487	0.0715	-0.0702	0.9857	0.2191	0.0524	0.0024	-0.0702	0.9855	0.1675	0.6056	0.3229	-0.0786	4.7501	0.8477	0.3277	0.3565	-2.5531	2.1777	0.7266	0.274	0.2912	-0.0109	0.9894	0.1788	0.22	0.1893	-0.0109	0.5808	0.1536	0.2992	0.3081	-2.5531	2.1777	0.5131
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1099.8	1103.8	0.7192	19.6633	16.173	0.9447	1	5.5834	4.7506	41.9755	23.6254	0.945	1	8.2271	7.0323	0.4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	975.8	1104.5	0.5249	23.7009	18.6674	0.8547	1	7.1544	4.3225	53.3422	28.0055	0.8547	1	10.7337	6.4841	0.4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	668.5	1106.6	0.6237	18.3511	16.874	0.8099	1	6.8413	3.7646	37.1956	24.405	0.7848	1	10.1182	5.4307	0.4934	1.0829	1.0567	0.4172	2.253	0.377	0.5141	0.4085	0.0656	1.2878	0.3007	0.4315	0.3702	0.0656	1.1568	0.2461	0.7889	0.7332	0.0656	2.253	0.4427	0.4965	0.3936	-0.1798	2.0879	0.4399	0.284	0.2805	0.1507	0.6582	0.0806	0.2765	0.2824	0.1507	0.3975	0.0647	0.3867	0.3023	-0.1798	2.0879	0.3279
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	639.84	1106.8	0.5629	28.5272	20.4404	0.858	1	8.0586	4.7999	64.1835	30.6595	0.858	1	12.0877	7.1999	0.4445	0.6822	0.6783	0.1038	1.3078	0.2	0.4658	0.4292	0.1374	1.0642	0.1708	0.4152	0.4069	0.1374	1.0642	0.188	0.5589	0.5267	0.1038	1.3078	0.2127	0.3256	0.3395	0.0458	0.6191	0.1233	0.2997	0.29	0.0061	0.7692	0.1061	0.2831	0.2787	0.1477	0.4847	0.0662	0.3109	0.2982	0.0061	0.7692	0.1143
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1028.3	1108	1	4711.5928	252.4882	0.9287	0.978	85.8294	73.3026	5095.4297	271.4644	0.8689	0.9673	91.7793	75.6071	0.9247	0.0061	0	-0.0187	2.1154	0.0786	0	0	0	0.0076	0.0002	0	0	0	0.0076	0.0005	0.0057	0	-0.0187	2.1154	0.0756	0.0021	0	-0.3883	1.9053	0.0437	-0	0	-0.0061	0	0.0002	-0	0	-0.0061	0	0.0003	0.002	0	-0.3883	1.9053	0.0421
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1100.4	1110.8	0.7413	20.3553	16.5728	0.9313	1	5.5854	4.893	45.3669	24.7319	0.932	1	8.3783	7.0505	0.4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	656.56	1110.9	0.7534	25.331	18.6575	0.9144	1	6.9092	4.9515	56.0445	27.7945	0.9116	1	10.3642	7.3325	0.4519	0.7872	0.7838	0.3886	1.314	0.1718	0.4631	0.4135	0.1638	1.3398	0.1943	0.3553	0.3622	0.1638	0.5517	0.0829	0.6102	0.5971	0.1638	1.3398	0.245	0.3555	0.3569	-0.04	0.6097	0.1114	0.317	0.3238	-0.0524	0.6584	0.0991	0.3173	0.3162	0.2067	0.4467	0.057	0.3345	0.334	-0.0524	0.6584	0.1064
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	989.85	1111.5	0.7635	20.3424	17.0246	0.882	0.975	5.8422	4.6884	38.9695	23.5351	0.8841	0.982	8.7305	6.0746	0.5221	0.0177	0	-0.0019	0.1245	0.0324	0	0	0	0	0	0.0001	0	-0.0006	0.0032	0.0005	0.0091	0	-0.0019	0.1245	0.0248	-0.0119	0	-0.0942	0.0087	0.0239	0	0	0	0	0	0.0001	0	-0.0001	0.0029	0.0005	-0.0061	0	-0.0942	0.0087	0.0181
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	670.37	1112.1	0.7386	21.0858	17.1058	0.9055	1	6.4161	4.3923	43.8107	25.157	0.8699	1	9.6186	6.0812	0.4812	0.7943	0.845	0.2651	1.1316	0.1916	0.3384	0.332	0.0513	0.8945	0.1629	0.2996	0.2641	0.0513	0.8945	0.1725	0.5625	0.5234	0.0513	1.1316	0.2892	0.2886	0.2813	0.1031	0.585	0.1127	0.3026	0.3012	0.0585	0.56	0.1201	0.3041	0.2943	0.0585	0.5554	0.1135	0.2957	0.2935	0.0585	0.585	0.1164
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	660.98	1116.2	0.6422	20.3568	16.6634	0.9213	0.9932	5.8321	4.7737	39.8797	23.8805	0.8788	0.9854	8.677	6.2311	0.5105	0.7426	0.7194	0.4419	1.5562	0.218	0.4566	0.4476	0.1408	1.084	0.2047	0.5079	0.4187	0.1408	1.5562	0.3245	0.6023	0.5729	0.1408	1.5562	0.255	0.3491	0.3336	-0.059	0.6527	0.1562	0.3556	0.3405	0.1985	0.7484	0.0921	0.3407	0.3281	0.1494	0.7484	0.0918	0.3523	0.34	-0.059	0.7484	0.1284
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	667.55	1116.6	0.6569	27.9624	20.5511	0.832	1	8.292	4.4783	51.7803	28.7879	0.7852	0.9907	11.919	6.0074	0.54	0.8911	0.8807	0.4389	1.4391	0.1978	0.6651	0.6224	0.2705	1.4929	0.2625	0.5968	0.4901	0.2705	1.3163	0.2658	0.7895	0.7948	0.2705	1.4929	0.2548	0.3714	0.3823	-0.0447	0.7655	0.1755	0.2896	0.2887	-0.0913	0.7296	0.1372	0.3198	0.3136	0.0495	0.7296	0.1167	0.3346	0.3315	-0.0913	0.7655	0.1642
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	849.44	1117.9	0.7707	26.0223	19.5936	0.8518	1	7.0962	5.2911	58.5456	29.3885	0.8518	1	10.6425	7.9352	0.4445	1.1248	1.0024	-0.0351	4.607	0.7877	0.2954	0.1003	-0.1029	2.9655	0.5143	0.164	0.0262	-0.1029	2.9655	0.5044	0.6624	0.4721	-0.1029	4.607	0.7684	0.4287	0.3471	-2.4418	2.4828	0.7102	0.2977	0.2746	-0.4048	2.3268	0.3449	0.2774	0.3127	-0.3051	0.7248	0.2173	0.3557	0.2925	-2.4418	2.4828	0.5407
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1099.8	1121.4	0.6505	32.6188	21.21	0.9112	1	7.7144	5.5243	70.8205	31.4864	0.8977	1	11.5717	7.9989	0.4606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	739.11	1122.5	0.6458	32.8079	24.4472	0.6898	1	10.5837	3.993	73.8074	36.6672	0.6899	1	15.8732	5.9888	0.4445	0.7748	0.7937	0.033	1.4318	0.3208	0.2064	0.1551	-0.0273	0.8802	0.1815	0.0907	0.0967	-0.0273	0.2546	0.0674	0.4586	0.3466	-0.0273	1.4318	0.3792	0.4907	0.3607	-0.0006	2.5012	0.4329	0.2383	0.2632	-0.0626	0.5327	0.1593	0.2001	0.1563	-0.0626	0.5327	0.1813	0.3502	0.3229	-0.0626	2.5012	0.3357
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	649.84	1123.5	0.8019	34.3964	21.2961	0.9531	1	7.4765	6.1726	77.3899	31.9441	0.953	1	11.2149	9.2585	0.4445	0.7254	0.7118	0.2554	1.2886	0.1826	0.4589	0.4319	0.1686	0.9367	0.1486	0.36	0.3459	0.1686	0.5217	0.0806	0.5757	0.5432	0.1686	1.2886	0.2109	0.3387	0.3394	0.0205	1.0105	0.1613	0.3118	0.3129	0.1609	0.5134	0.063	0.3255	0.3177	0.1959	0.5134	0.062	0.3236	0.3167	0.0205	1.0105	0.1173
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	748.14	1124	0.6439	34.8893	26.5889	0.6202	1	11.8774	3.4504	78.4786	39.8749	0.6202	1	17.8074	5.1734	0.4446	0.8934	0.8206	-0.0242	3.1144	0.6003	0.2165	0.1441	-0.0708	1.1545	0.2447	0.0879	0.063	-0.045	0.6222	0.1113	0.514	0.3324	-0.0708	3.1144	0.5517	0.4558	0.4047	-1.1551	2.2322	0.5554	0.2605	0.263	-0.1778	0.7489	0.1753	0.2677	0.2926	0	0.5777	0.1814	0.3464	0.2957	-1.1551	2.2322	0.402
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	662.07	1124.2	0.7603	24.8675	18.3201	0.9311	1	6.5411	5.0945	55.5722	27.4345	0.9278	1	9.8121	7.5849	0.4475	0.7845	0.7893	0.5242	1.1721	0.1428	0.4855	0.4694	0.1392	0.945	0.1898	0.3867	0.3645	0.1392	0.8576	0.1578	0.6208	0.6268	0.1392	1.1721	0.226	0.3282	0.3024	-0.0407	0.8032	0.1469	0.3223	0.325	0.1169	0.4996	0.0791	0.3385	0.3438	0.1944	0.4689	0.0681	0.3249	0.3122	-0.0407	0.8032	0.1146
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	672.26	1128	0.5185	15.0785	15.401	0.7989	1	6.2047	3.3266	33.9155	23.0965	0.7989	1	9.3055	4.9893	0.4446	0.8591	0.8608	-0.0208	1.8944	0.4597	0.248	0.2305	-0.1346	0.9038	0.2187	0.1941	0.1485	-0.0812	0.495	0.1736	0.5397	0.4266	-0.1346	1.8944	0.4677	0.4808	0.386	-0.1532	2.1682	0.4332	0.4119	0.3995	-0.1837	0.7265	0.1679	0.4291	0.4187	0.2379	0.7068	0.1288	0.4448	0.3966	-0.1837	2.1682	0.3235
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	902.84	1128.8	0.7402	39.7201	23.0517	0.9393	1	7.9255	6.6128	89.2828	34.5643	0.9391	1	11.8887	9.9217	0.4449	1.0612	0.8429	-0.0867	3.8453	0.8575	0.5177	0.1575	-0.0814	4.6908	0.9042	0.3808	0.0382	-0.0622	4.1854	0.7776	0.7559	0.4327	-0.0867	4.6908	0.9232	0.4205	0.3477	-0.9546	2.3596	0.5544	0.1081	0.0522	-2.5519	1.6534	0.4674	0.1383	0.0256	-1.2443	1.6534	0.3647	0.245	0.2134	-2.5519	2.3596	0.5299
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	635.71	1129.4	0.5165	35.0828	22.4703	0.8731	1	8.6125	5.3893	78.9333	33.7037	0.8732	1	12.9165	8.0854	0.4445	0.4807	0.4743	0.2217	0.9534	0.1309	0.407	0.3945	0.1032	0.7362	0.1253	0.3405	0.3287	0.1032	0.6622	0.1095	0.4396	0.4376	0.1032	0.9534	0.1328	0.3141	0.3176	0.1372	0.5082	0.0748	0.2633	0.248	0.1233	0.5791	0.0742	0.2569	0.2421	0.1233	0.5791	0.0747	0.2858	0.275	0.1233	0.5791	0.0785
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1092.1	1131.9	0.66	17.0564	16.125	0.8243	0.9954	6.1731	3.8195	30.3729	21.2862	0.8424	0.9872	8.4511	5.013	0.5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	662.84	1131	0.5024	13.5986	16.6159	0.619	0.8162	5.643	4.2345	29.4119	23.3676	0.6769	0.8875	8.2454	5.7965	0.4623	0.6913	0.5928	0.1852	1.9097	0.379	0.4571	0.3813	0.0094	1.5878	0.273	0.3899	0.3437	0.0473	0.8826	0.1834	0.5625	0.4843	0.0094	1.9097	0.344	0.4449	0.3109	-0.0837	1.6838	0.3974	0.3329	0.3121	0.1024	0.6615	0.1163	0.3722	0.3406	0.1943	0.617	0.1106	0.3833	0.3109	-0.0837	1.6838	0.2844
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	657.78	1132.2	0.6779	25.702	19.496	0.8497	1	7.7871	4.4951	44.1076	25.8748	0.8279	0.972	10.1578	6.326	0.5828	0.7985	0.7853	0.4002	1.3674	0.1699	0.4512	0.4585	0.1734	0.7935	0.1532	0.4213	0.4002	0.1734	0.85	0.1627	0.6572	0.6627	0.1734	1.3674	0.2362	0.3111	0.2813	-0.0815	0.9208	0.1623	0.2717	0.2539	0.0419	0.5409	0.0939	0.3067	0.3064	0.1318	0.5409	0.0904	0.2951	0.2758	-0.0815	0.9208	0.1397
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	722.23	1132.8	0.6052	21.2843	19.6556	0.6923	1	8.6839	3.3699	44.0123	27.7791	0.7167	1	12.0554	5.0547	0.4835	1.0536	0.7772	0.0774	4.132	0.9187	0.2862	0.1858	-0.0577	1.6726	0.3113	0.2194	0.213	-0.0286	0.8565	0.1627	0.6525	0.3355	-0.0577	4.132	0.7736	0.4872	0.4249	-0.8519	2.1432	0.5942	0.3153	0.3045	-0.3894	1.7644	0.2311	0.3034	0.304	-0.037	0.7656	0.1224	0.3974	0.3223	-0.8519	2.1432	0.4502
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	651.61	1133.5	0.5186	16.4174	15.8085	0.8255	0.9957	6.0531	3.5343	32.0146	21.875	0.8407	0.9798	8.1103	5.2992	0.5128	0.7902	0.8093	0.3037	1.2512	0.2055	0.425	0.3911	0.1443	0.8801	0.1827	0.4147	0.3596	0.1443	0.9579	0.2055	0.6105	0.6163	0.1443	1.2512	0.2668	0.4193	0.4059	0.1901	0.8629	0.1257	0.3664	0.3502	0.2625	0.6447	0.0699	0.3614	0.3558	0.2625	0.4693	0.0525	0.3933	0.3801	0.1901	0.8629	0.1051
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	917.9	1134.8	0.5564	29.314	20.0556	0.9158	1	7.2114	5.1941	65.963	30.0837	0.9159	1	10.8163	7.7923	0.4444	1.7544	1.6369	0.3677	4.9979	0.9229	1.0263	0.6656	0.0026	4.9353	1.0715	0.861	0.4368	0.0026	4.7358	1.0876	1.3572	1.1503	0.0026	4.9979	1.0685	-0.9215	-0.8015	-3.6626	0.1229	0.6749	-0.4576	-0.319	-3.292	0.409	0.6604	-0.3647	-0.1997	-2.8699	0.3885	0.6692	-0.6685	-0.5094	-3.6626	0.409	0.7048
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	701.46	1133.7	0.612	24.9062	22.6476	0.6102	0.8877	8.6777	4.0269	53.279	31.0491	0.6945	0.948	11.8593	6.1455	0.4675	0.8109	0.7293	-0.1717	2.6831	0.5063	0.1836	0.0697	-0.1345	1.4356	0.2743	0.2163	0.0478	-0.1345	1.5138	0.3991	0.4781	0.4047	-0.1717	2.6831	0.5079	0.6194	0.5384	-0.4585	2.6822	0.5805	0.4277	0.4574	0	1.0011	0.2233	0.4018	0.3487	0	1.8354	0.297	0.5177	0.4949	-0.4585	2.6822	0.4393
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	657.63	1138.4	0.7159	21.9251	17.0207	0.951	1	5.7137	4.9837	44.0744	24.4767	0.9245	1	8.5211	7.121	0.4974	1.0413	1.0021	0.3941	3.7331	0.4048	0.4879	0.4762	0.0921	1.1907	0.2545	0.4132	0.3607	0.1363	0.9337	0.2148	0.763	0.7287	0.0921	3.7331	0.4363	0.4098	0.3728	-0.3704	2.0208	0.3751	0.3198	0.2904	0.1018	0.8652	0.1285	0.3238	0.2896	0.1938	0.8652	0.1258	0.3646	0.318	-0.3704	2.0208	0.2826
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1099.5	1139.4	0.6294	16.0277	14.8138	0.9178	1	5.1467	4.2792	36.0803	22.2253	0.9179	1	7.7204	6.4204	0.4442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	899.77	1139.9	0.6512	29.6462	22.3628	0.7449	1	9.4399	4.0902	65.5946	33.1051	0.7521	1	13.8638	6.1344	0.4519	1.1743	0.8164	-0.0548	5.0651	1.0687	0.205	0.1599	-0.1005	1.0577	0.2131	0.2168	0.1893	-0.0992	1.0577	0.2184	0.6527	0.3225	-0.1005	5.0651	0.8854	0.3594	0.3355	-2.2507	2.1081	0.6737	0.2897	0.2963	-0.2517	0.7194	0.1558	0.2415	0.2556	-0.2517	0.5393	0.1566	0.3219	0.3126	-2.2507	2.1081	0.4721
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	651.96	1140.4	0.582	21.3624	17.9577	0.8325	1	7.213	3.9687	40.0682	24.3779	0.8473	0.9879	9.5534	5.7199	0.5334	0.8019	0.8001	0.3545	1.2761	0.1905	0.5523	0.5936	0.1754	0.9797	0.2229	0.5502	0.5574	0.1754	1.0087	0.2428	0.6889	0.7097	0.1754	1.2761	0.24	0.4115	0.4112	0.1431	0.7328	0.1234	0.3911	0.3644	0.2647	0.765	0.1022	0.3987	0.3737	0.2647	0.6554	0.0895	0.4023	0.374	0.1431	0.765	0.1144
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	954.7	1135	0.9827	707.481	131.0849	0.5174	0.7612	44.0899	33.5083	971.0882	143.0897	0.596	0.8196	48.3292	36.5071	0.7285	0.0109	0	-0.025	1.5176	0.0904	0.1888	0	-0.0436	4.9497	0.5318	0.0947	0	-0.0436	1.7473	0.2773	0.0591	0	-0.0436	4.9497	0.2981	-0.0041	0	-0.8209	0.1905	0.0403	-0.0914	0	-3.3772	0.2563	0.2981	-0.0313	0	-0.9343	0.2563	0.1226	-0.0277	0	-3.3772	0.2563	0.1636
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	716.99	1141	0.6286	33.5086	25.6436	0.6403	0.9715	11.4622	3.9209	59.4917	31.6452	0.7465	0.9863	12.6285	5.8806	0.5632	0.8482	0.6983	-0.0765	3.7168	0.7471	0.0834	0.0406	-0.0666	0.4272	0.1152	0.1989	0.069	-0.0666	2.0778	0.3838	0.5209	0.2214	-0.0765	3.7168	0.6839	0.3243	0.2826	-0.9216	1.391	0.3455	0.1839	0.1489	-0.0176	0.6669	0.1622	0.233	0.1895	-0.0006	1.1615	0.2385	0.2642	0.206	-0.9216	1.391	0.29
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	1091.6	1140.6	0.6742	26.8702	19.7386	0.8667	1	7.5769	4.8627	59.7607	29.2319	0.8788	1	11.112	7.2977	0.4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	879.41	1141.5	0.5732	15.647	16.4638	0.7254	1	6.9983	3.0139	34.8731	24.6946	0.7186	1	10.4969	4.4484	0.4487	1.2497	1.2318	-0.0168	3.8657	0.8915	0.3996	0.1038	-0.145	4.0289	0.7053	0.2952	0.0321	-0.145	2.4589	0.5642	0.7639	0.4095	-0.145	4.0289	0.8935	0.5347	0.4856	-0.8994	2.1708	0.6551	0.3588	0.3066	-2.1754	2.5532	0.571	0.366	0.3037	-0.8263	1.9644	0.4298	0.4342	0.3284	-2.1754	2.5532	0.6124
